id,fixture_id,external_event_id,commence_time,home_team,away_team,bookmaker_key,bookmaker_title,market_type,outcome_name,odds_format,american_odds,decimal_odds,implied_probability,point,source,snapshot_ts,notes,created_at
261,25.0,22083e7a8e5362c711bc05c1e1319a1f,2026-06-18T02:00:00Z,Uzbekistan,Colombia,betrivers,BetRivers,h2h,Uzbekistan,american,700,8.0,0.125,,BetRivers,2026-05-16T03:35:23Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
262,25.0,22083e7a8e5362c711bc05c1e1319a1f,2026-06-18T02:00:00Z,Uzbekistan,Colombia,betrivers,BetRivers,h2h,Draw,american,340,4.4,0.22727272727272727,,BetRivers,2026-05-16T03:35:23Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
263,25.0,22083e7a8e5362c711bc05c1e1319a1f,2026-06-18T02:00:00Z,Uzbekistan,Colombia,betrivers,BetRivers,totals,Over,american,-132,1.7575757575757576,0.5689655172413793,2.5,BetRivers,2026-05-16T03:35:23Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
264,25.0,22083e7a8e5362c711bc05c1e1319a1f,2026-06-18T02:00:00Z,Uzbekistan,Colombia,betrivers,BetRivers,totals,Under,american,-106,1.9433962264150944,0.5145631067961165,2.5,BetRivers,2026-05-16T03:35:23Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
265,,66ebb9e3f949caded535d97ce686ca09,2026-06-18T16:00:00Z,Czechia,South Africa,betrivers,BetRivers,h2h,Czech Republic,american,106,2.06,0.4854368932038835,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
266,,66ebb9e3f949caded535d97ce686ca09,2026-06-18T16:00:00Z,Czechia,South Africa,betrivers,BetRivers,h2h,South Africa,american,290,3.9,0.25641025641025644,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
267,,66ebb9e3f949caded535d97ce686ca09,2026-06-18T16:00:00Z,Czechia,South Africa,betrivers,BetRivers,h2h,Draw,american,205,3.05,0.3278688524590164,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
268,,66ebb9e3f949caded535d97ce686ca09,2026-06-18T16:00:00Z,Czechia,South Africa,betrivers,BetRivers,totals,Over,american,123,2.23,0.4484304932735426,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
269,,66ebb9e3f949caded535d97ce686ca09,2026-06-18T16:00:00Z,Czechia,South Africa,betrivers,BetRivers,totals,Under,american,-175,1.5714285714285714,0.6363636363636364,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
270,,66ebb9e3f949caded535d97ce686ca09,2026-06-18T16:00:00Z,Czechia,South Africa,fanduel,FanDuel,h2h,Czech Republic,american,100,2.0,0.5,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
271,,66ebb9e3f949caded535d97ce686ca09,2026-06-18T16:00:00Z,Czechia,South Africa,fanduel,FanDuel,h2h,South Africa,american,290,3.9,0.25641025641025644,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
272,,66ebb9e3f949caded535d97ce686ca09,2026-06-18T16:00:00Z,Czechia,South Africa,fanduel,FanDuel,h2h,Draw,american,230,3.3,0.30303030303030304,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
273,27.0,289bc2e9f5adad8ae4d9a75a7c5461ad,2026-06-18T19:00:00Z,Switzerland,Bosnia and Herzegovina,betrivers,BetRivers,h2h,Bosnia & Herzegovina,american,460,5.6,0.17857142857142858,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
274,27.0,289bc2e9f5adad8ae4d9a75a7c5461ad,2026-06-18T19:00:00Z,Switzerland,Bosnia and Herzegovina,betrivers,BetRivers,h2h,Switzerland,american,-180,1.5555555555555556,0.6428571428571428,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
275,27.0,289bc2e9f5adad8ae4d9a75a7c5461ad,2026-06-18T19:00:00Z,Switzerland,Bosnia and Herzegovina,betrivers,BetRivers,h2h,Draw,american,295,3.95,0.2531645569620253,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
276,27.0,289bc2e9f5adad8ae4d9a75a7c5461ad,2026-06-18T19:00:00Z,Switzerland,Bosnia and Herzegovina,betrivers,BetRivers,totals,Over,american,-118,1.847457627118644,0.5412844036697247,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
277,27.0,289bc2e9f5adad8ae4d9a75a7c5461ad,2026-06-18T19:00:00Z,Switzerland,Bosnia and Herzegovina,betrivers,BetRivers,totals,Under,american,-118,1.847457627118644,0.5412844036697247,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
278,27.0,289bc2e9f5adad8ae4d9a75a7c5461ad,2026-06-18T19:00:00Z,Switzerland,Bosnia and Herzegovina,fanduel,FanDuel,h2h,Bosnia & Herzegovina,american,550,6.5,0.15384615384615385,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
279,27.0,289bc2e9f5adad8ae4d9a75a7c5461ad,2026-06-18T19:00:00Z,Switzerland,Bosnia and Herzegovina,fanduel,FanDuel,h2h,Switzerland,american,-210,1.4761904761904763,0.6774193548387096,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
280,27.0,289bc2e9f5adad8ae4d9a75a7c5461ad,2026-06-18T19:00:00Z,Switzerland,Bosnia and Herzegovina,fanduel,FanDuel,h2h,Draw,american,300,4.0,0.25,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
281,28.0,fa9502285b257b03e62968d50d9229fc,2026-06-18T22:00:00Z,Canada,Qatar,betrivers,BetRivers,h2h,Canada,american,-167,1.5988023952095807,0.6254681647940076,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
282,28.0,fa9502285b257b03e62968d50d9229fc,2026-06-18T22:00:00Z,Canada,Qatar,betrivers,BetRivers,h2h,Qatar,american,480,5.8,0.1724137931034483,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
283,28.0,fa9502285b257b03e62968d50d9229fc,2026-06-18T22:00:00Z,Canada,Qatar,betrivers,BetRivers,h2h,Draw,american,270,3.7,0.27027027027027023,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
284,28.0,fa9502285b257b03e62968d50d9229fc,2026-06-18T22:00:00Z,Canada,Qatar,betrivers,BetRivers,totals,Over,american,100,2.0,0.5,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
285,28.0,fa9502285b257b03e62968d50d9229fc,2026-06-18T22:00:00Z,Canada,Qatar,betrivers,BetRivers,totals,Under,american,-139,1.7194244604316546,0.5815899581589958,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
286,28.0,fa9502285b257b03e62968d50d9229fc,2026-06-18T22:00:00Z,Canada,Qatar,fanduel,FanDuel,h2h,Canada,american,-210,1.4761904761904763,0.6774193548387096,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
287,28.0,fa9502285b257b03e62968d50d9229fc,2026-06-18T22:00:00Z,Canada,Qatar,fanduel,FanDuel,h2h,Qatar,american,550,6.5,0.15384615384615385,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
288,28.0,fa9502285b257b03e62968d50d9229fc,2026-06-18T22:00:00Z,Canada,Qatar,fanduel,FanDuel,h2h,Draw,american,300,4.0,0.25,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
289,29.0,0f2aeae6ac8e77223848d23a4ca86b0d,2026-06-19T01:00:00Z,Mexico,South Korea,betrivers,BetRivers,h2h,Mexico,american,-107,1.9345794392523366,0.5169082125603864,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
290,29.0,0f2aeae6ac8e77223848d23a4ca86b0d,2026-06-19T01:00:00Z,Mexico,South Korea,betrivers,BetRivers,h2h,South Korea,american,320,4.2,0.23809523809523808,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
291,29.0,0f2aeae6ac8e77223848d23a4ca86b0d,2026-06-19T01:00:00Z,Mexico,South Korea,betrivers,BetRivers,h2h,Draw,american,220,3.2,0.3125,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
292,29.0,0f2aeae6ac8e77223848d23a4ca86b0d,2026-06-19T01:00:00Z,Mexico,South Korea,betrivers,BetRivers,totals,Over,american,100,2.0,0.5,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
293,29.0,0f2aeae6ac8e77223848d23a4ca86b0d,2026-06-19T01:00:00Z,Mexico,South Korea,betrivers,BetRivers,totals,Under,american,-141,1.7092198581560285,0.5850622406639003,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
294,29.0,0f2aeae6ac8e77223848d23a4ca86b0d,2026-06-19T01:00:00Z,Mexico,South Korea,fanduel,FanDuel,h2h,Mexico,american,-130,1.7692307692307692,0.5652173913043479,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
295,29.0,0f2aeae6ac8e77223848d23a4ca86b0d,2026-06-19T01:00:00Z,Mexico,South Korea,fanduel,FanDuel,h2h,South Korea,american,350,4.5,0.2222222222222222,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
296,29.0,0f2aeae6ac8e77223848d23a4ca86b0d,2026-06-19T01:00:00Z,Mexico,South Korea,fanduel,FanDuel,h2h,Draw,american,240,3.4,0.29411764705882354,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
297,30.0,065b3573e875f8d23803357f73e5b99e,2026-06-19T19:00:00Z,USA,Australia,fanduel,FanDuel,h2h,Australia,american,380,4.8,0.20833333333333334,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
298,30.0,065b3573e875f8d23803357f73e5b99e,2026-06-19T19:00:00Z,USA,Australia,fanduel,FanDuel,h2h,USA,american,-150,1.6666666666666665,0.6000000000000001,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
299,30.0,065b3573e875f8d23803357f73e5b99e,2026-06-19T19:00:00Z,USA,Australia,fanduel,FanDuel,h2h,Draw,american,270,3.7,0.27027027027027023,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
300,30.0,065b3573e875f8d23803357f73e5b99e,2026-06-19T19:00:00Z,USA,Australia,betrivers,BetRivers,h2h,Australia,american,390,4.9,0.2040816326530612,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
301,30.0,065b3573e875f8d23803357f73e5b99e,2026-06-19T19:00:00Z,USA,Australia,betrivers,BetRivers,h2h,USA,american,-136,1.7352941176470589,0.576271186440678,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
302,30.0,065b3573e875f8d23803357f73e5b99e,2026-06-19T19:00:00Z,USA,Australia,betrivers,BetRivers,h2h,Draw,american,245,3.45,0.2898550724637681,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
303,30.0,065b3573e875f8d23803357f73e5b99e,2026-06-19T19:00:00Z,USA,Australia,betrivers,BetRivers,totals,Over,american,-118,1.847457627118644,0.5412844036697247,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
304,30.0,065b3573e875f8d23803357f73e5b99e,2026-06-19T19:00:00Z,USA,Australia,betrivers,BetRivers,totals,Under,american,-118,1.847457627118644,0.5412844036697247,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
305,31.0,4cd769aa7bae0ad9762bd69b80ef2903,2026-06-19T22:00:00Z,Scotland,Morocco,betrivers,BetRivers,h2h,Morocco,american,108,2.08,0.4807692307692307,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
306,31.0,4cd769aa7bae0ad9762bd69b80ef2903,2026-06-19T22:00:00Z,Scotland,Morocco,betrivers,BetRivers,h2h,Scotland,american,265,3.65,0.273972602739726,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
307,31.0,4cd769aa7bae0ad9762bd69b80ef2903,2026-06-19T22:00:00Z,Scotland,Morocco,betrivers,BetRivers,h2h,Draw,american,215,3.15,0.31746031746031744,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
308,31.0,4cd769aa7bae0ad9762bd69b80ef2903,2026-06-19T22:00:00Z,Scotland,Morocco,betrivers,BetRivers,totals,Over,american,123,2.23,0.4484304932735426,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
309,31.0,4cd769aa7bae0ad9762bd69b80ef2903,2026-06-19T22:00:00Z,Scotland,Morocco,betrivers,BetRivers,totals,Under,american,-175,1.5714285714285714,0.6363636363636364,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
310,31.0,4cd769aa7bae0ad9762bd69b80ef2903,2026-06-19T22:00:00Z,Scotland,Morocco,fanduel,FanDuel,h2h,Morocco,american,110,2.1,0.47619047619047616,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
311,31.0,4cd769aa7bae0ad9762bd69b80ef2903,2026-06-19T22:00:00Z,Scotland,Morocco,fanduel,FanDuel,h2h,Scotland,american,260,3.6,0.2777777777777778,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
312,31.0,4cd769aa7bae0ad9762bd69b80ef2903,2026-06-19T22:00:00Z,Scotland,Morocco,fanduel,FanDuel,h2h,Draw,american,230,3.3,0.30303030303030304,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
313,32.0,ef0f74a991d3e35798ae5af77667bce1,2026-06-20T00:30:00Z,Brazil,Haiti,betrivers,BetRivers,h2h,Brazil,american,-3335,1.0299850074962518,0.9708879184861718,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
314,32.0,ef0f74a991d3e35798ae5af77667bce1,2026-06-20T00:30:00Z,Brazil,Haiti,betrivers,BetRivers,h2h,Haiti,american,4000,41.0,0.024390243902439025,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
315,32.0,ef0f74a991d3e35798ae5af77667bce1,2026-06-20T00:30:00Z,Brazil,Haiti,betrivers,BetRivers,h2h,Draw,american,1200,13.0,0.07692307692307693,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
316,32.0,ef0f74a991d3e35798ae5af77667bce1,2026-06-20T00:30:00Z,Brazil,Haiti,betrivers,BetRivers,totals,Over,american,-159,1.6289308176100628,0.613899613899614,3.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
317,32.0,ef0f74a991d3e35798ae5af77667bce1,2026-06-20T00:30:00Z,Brazil,Haiti,betrivers,BetRivers,totals,Under,american,115,2.15,0.46511627906976744,3.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
318,32.0,ef0f74a991d3e35798ae5af77667bce1,2026-06-20T00:30:00Z,Brazil,Haiti,fanduel,FanDuel,h2h,Brazil,american,-2000,1.05,0.9523809523809523,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
319,32.0,ef0f74a991d3e35798ae5af77667bce1,2026-06-20T00:30:00Z,Brazil,Haiti,fanduel,FanDuel,h2h,Haiti,american,3500,36.0,0.027777777777777776,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
320,32.0,ef0f74a991d3e35798ae5af77667bce1,2026-06-20T00:30:00Z,Brazil,Haiti,fanduel,FanDuel,h2h,Draw,american,1100,12.0,0.08333333333333333,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
321,,f955d4b3395ce6e3b5ac1031ca52ca4e,2026-06-20T03:00:00Z,Türkiye,Paraguay,betrivers,BetRivers,h2h,Paraguay,american,235,3.35,0.29850746268656714,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
322,,f955d4b3395ce6e3b5ac1031ca52ca4e,2026-06-20T03:00:00Z,Türkiye,Paraguay,betrivers,BetRivers,h2h,Turkey,american,128,2.2800000000000002,0.43859649122807015,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
323,,f955d4b3395ce6e3b5ac1031ca52ca4e,2026-06-20T03:00:00Z,Türkiye,Paraguay,betrivers,BetRivers,h2h,Draw,american,205,3.05,0.3278688524590164,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
324,,f955d4b3395ce6e3b5ac1031ca52ca4e,2026-06-20T03:00:00Z,Türkiye,Paraguay,betrivers,BetRivers,totals,Over,american,130,2.3,0.4347826086956522,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
325,,f955d4b3395ce6e3b5ac1031ca52ca4e,2026-06-20T03:00:00Z,Türkiye,Paraguay,betrivers,BetRivers,totals,Under,american,-182,1.5494505494505495,0.6453900709219857,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
326,,f955d4b3395ce6e3b5ac1031ca52ca4e,2026-06-20T03:00:00Z,Türkiye,Paraguay,fanduel,FanDuel,h2h,Paraguay,american,240,3.4,0.29411764705882354,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
327,,f955d4b3395ce6e3b5ac1031ca52ca4e,2026-06-20T03:00:00Z,Türkiye,Paraguay,fanduel,FanDuel,h2h,Turkey,american,120,2.2,0.45454545454545453,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
328,,f955d4b3395ce6e3b5ac1031ca52ca4e,2026-06-20T03:00:00Z,Türkiye,Paraguay,fanduel,FanDuel,h2h,Draw,american,220,3.2,0.3125,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
329,34.0,4f0c518545b0096c68326daf25bffc1e,2026-06-20T17:00:00Z,Netherlands,Sweden,betrivers,BetRivers,h2h,Netherlands,american,-141,1.7092198581560285,0.5850622406639003,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
330,34.0,4f0c518545b0096c68326daf25bffc1e,2026-06-20T17:00:00Z,Netherlands,Sweden,betrivers,BetRivers,h2h,Sweden,american,360,4.6,0.2173913043478261,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
331,34.0,4f0c518545b0096c68326daf25bffc1e,2026-06-20T17:00:00Z,Netherlands,Sweden,betrivers,BetRivers,h2h,Draw,american,275,3.75,0.26666666666666666,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
332,34.0,4f0c518545b0096c68326daf25bffc1e,2026-06-20T17:00:00Z,Netherlands,Sweden,betrivers,BetRivers,totals,Over,american,-132,1.7575757575757576,0.5689655172413793,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
333,34.0,4f0c518545b0096c68326daf25bffc1e,2026-06-20T17:00:00Z,Netherlands,Sweden,betrivers,BetRivers,totals,Under,american,-106,1.9433962264150944,0.5145631067961165,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
334,34.0,4f0c518545b0096c68326daf25bffc1e,2026-06-20T17:00:00Z,Netherlands,Sweden,fanduel,FanDuel,h2h,Netherlands,american,-165,1.606060606060606,0.6226415094339623,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
335,34.0,4f0c518545b0096c68326daf25bffc1e,2026-06-20T17:00:00Z,Netherlands,Sweden,fanduel,FanDuel,h2h,Sweden,american,410,5.1,0.19607843137254904,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
336,34.0,4f0c518545b0096c68326daf25bffc1e,2026-06-20T17:00:00Z,Netherlands,Sweden,fanduel,FanDuel,h2h,Draw,american,290,3.9,0.25641025641025644,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
337,,f1ab0f69832972a329243522ceaa7804,2026-06-20T20:00:00Z,Germany,Côte d'Ivoire,betrivers,BetRivers,h2h,Germany,american,-195,1.5128205128205128,0.6610169491525424,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
338,,f1ab0f69832972a329243522ceaa7804,2026-06-20T20:00:00Z,Germany,Côte d'Ivoire,betrivers,BetRivers,h2h,Ivory Coast,american,480,5.8,0.1724137931034483,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
339,,f1ab0f69832972a329243522ceaa7804,2026-06-20T20:00:00Z,Germany,Côte d'Ivoire,betrivers,BetRivers,h2h,Draw,american,320,4.2,0.23809523809523808,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
340,,f1ab0f69832972a329243522ceaa7804,2026-06-20T20:00:00Z,Germany,Côte d'Ivoire,betrivers,BetRivers,totals,Over,american,-165,1.606060606060606,0.6226415094339623,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
341,,f1ab0f69832972a329243522ceaa7804,2026-06-20T20:00:00Z,Germany,Côte d'Ivoire,betrivers,BetRivers,totals,Under,american,118,2.1799999999999997,0.4587155963302753,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
342,,f1ab0f69832972a329243522ceaa7804,2026-06-20T20:00:00Z,Germany,Côte d'Ivoire,fanduel,FanDuel,h2h,Germany,american,-190,1.526315789473684,0.6551724137931035,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
343,,f1ab0f69832972a329243522ceaa7804,2026-06-20T20:00:00Z,Germany,Côte d'Ivoire,fanduel,FanDuel,h2h,Ivory Coast,american,470,5.7,0.17543859649122806,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
344,,f1ab0f69832972a329243522ceaa7804,2026-06-20T20:00:00Z,Germany,Côte d'Ivoire,fanduel,FanDuel,h2h,Draw,american,320,4.2,0.23809523809523808,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
345,36.0,681895f294b670b4c7b14495dfb583bc,2026-06-21T00:00:00Z,Ecuador,Curaçao,betrivers,BetRivers,h2h,Curaçao,american,1100,12.0,0.08333333333333333,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
346,36.0,681895f294b670b4c7b14495dfb583bc,2026-06-21T00:00:00Z,Ecuador,Curaçao,betrivers,BetRivers,h2h,Ecuador,american,-455,1.2197802197802199,0.8198198198198198,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
347,36.0,681895f294b670b4c7b14495dfb583bc,2026-06-21T00:00:00Z,Ecuador,Curaçao,betrivers,BetRivers,h2h,Draw,american,500,6.0,0.16666666666666666,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
348,36.0,681895f294b670b4c7b14495dfb583bc,2026-06-21T00:00:00Z,Ecuador,Curaçao,betrivers,BetRivers,totals,Over,american,-136,1.7352941176470589,0.576271186440678,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
349,36.0,681895f294b670b4c7b14495dfb583bc,2026-06-21T00:00:00Z,Ecuador,Curaçao,betrivers,BetRivers,totals,Under,american,-104,1.9615384615384617,0.5098039215686274,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
350,36.0,681895f294b670b4c7b14495dfb583bc,2026-06-21T00:00:00Z,Ecuador,Curaçao,fanduel,FanDuel,h2h,Curaçao,american,1100,12.0,0.08333333333333333,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
351,36.0,681895f294b670b4c7b14495dfb583bc,2026-06-21T00:00:00Z,Ecuador,Curaçao,fanduel,FanDuel,h2h,Ecuador,american,-475,1.2105263157894737,0.8260869565217391,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
352,36.0,681895f294b670b4c7b14495dfb583bc,2026-06-21T00:00:00Z,Ecuador,Curaçao,fanduel,FanDuel,h2h,Draw,american,470,5.7,0.17543859649122806,,FanDuel,2026-05-16T03:34:39Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
353,37.0,dfc5202cf1b8ae002cf952cd04f235b9,2026-06-21T04:00:00Z,Tunisia,Japan,betrivers,BetRivers,h2h,Japan,american,-121,1.8264462809917354,0.5475113122171946,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
354,37.0,dfc5202cf1b8ae002cf952cd04f235b9,2026-06-21T04:00:00Z,Tunisia,Japan,betrivers,BetRivers,h2h,Tunisia,american,360,4.6,0.2173913043478261,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
355,37.0,dfc5202cf1b8ae002cf952cd04f235b9,2026-06-21T04:00:00Z,Tunisia,Japan,betrivers,BetRivers,h2h,Draw,american,230,3.3,0.30303030303030304,,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
356,37.0,dfc5202cf1b8ae002cf952cd04f235b9,2026-06-21T04:00:00Z,Tunisia,Japan,betrivers,BetRivers,totals,Over,american,138,2.38,0.42016806722689076,2.5,BetRivers,2026-05-16T03:35:24Z,Informational match odds snapshot from The Odds API,2026-05-16 03:35:38
